id,filename,md5,size,state,linker,sample_id,knn_clust
ced828e0-bb03-4464-8fff-a684b81db13e,TCGA-HC-A9TH-01A-01-TS1.CAC5B6C9-1004-4198-BC84-4CAA1336DAF3.svs,321b208060281764b7f5d403d2a4ac49,51669160,released,TCGA-HC-A9TH-01A,TCGA-HC-A9TH-01A-11D-A41K-08,cluster 10
445c774c-9269-4f1c-8854-e13fe75aed47,TCGA-MH-A55Z-01A-01-TSA.0AB15407-B8D2-49EC-AA70-27F2E4AE42A3.svs,bb91583c705c0b9dbfbaf7a019d6685f,310373795,released,TCGA-MH-A55Z-01A,TCGA-MH-A55Z-01A-11D-A26P-10,cluster 10
b7ace252-16b5-4413-9bb7-25bb3c62826b,TCGA-CX-7085-01A-01-BS1.5b149175-d42b-4dda-9524-e384f4dbe468.svs,fd7869928941c8b9f43560fcdf4a2f54,163832729,released,TCGA-CX-7085-01A,TCGA-CX-7085-01A-21D-2012-08,cluster 10
d0bcbd3b-9e9a-4c78-a4b3-b70c8316eefe,TCGA-A2-A04T-01A-02-BSB.3bc8f196-5f7b-4207-bf6d-6430bac94fe2.svs,c6a9cb4e4adf609a04ba163dbc0e0a93,219764526,released,TCGA-A2-A04T-01A,TCGA-A2-A04T-01A-21D-A128-09,cluster 10
ddbafbe9-b933-406c-8154-7cdc7075ce13,TCGA-AH-6644-01A-01-BS1.73b9ee5f-8c27-4bf7-a864-e425acd26de9.svs,043bc68828a058713e0bbae9b8a731ac,103051767,released,TCGA-AH-6644-01A,TCGA-AH-6644-01A-21D-1826-10,cluster 10
ae0944da-4284-4a4a-a3ff-7180fde9cefa,TCGA-BH-A18V-01A-01-TSA.c53853f8-5b57-4695-9d13-58cfd0d5819b.svs,11042a7a765c274fbda281b18b347def,432928551,released,TCGA-BH-A18V-01A,TCGA-BH-A18V-01A-11D-A12B-09,cluster 10
e14d1a29-1950-4b20-8892-567338774c15,TCGA-61-1738-01A-01-TS1.cbef3d98-4444-4703-b76e-0474439cb502.svs,2aa08ece72349a2e64e0e3f1cf1cbcb9,189416875,released,TCGA-61-1738-01A,TCGA-61-1738-01A-01W-0639-09,cluster 10
7adf1b9c-fdf9-4f88-8830-d1240aed5ae7,TCGA-DQ-5625-01A-01-TS1.5bfa09fc-a64d-4a5a-a705-7a62aa370a56.svs,a51426255c40d0db615fff12616e765a,66024237,released,TCGA-DQ-5625-01A,TCGA-DQ-5625-01A-01D-A32X-10,cluster 10
411f7744-1c13-40fa-8add-3c5c2c0ae8b8,TCGA-AP-A0L9-01A-01-BSA.575ffdcb-b260-4848-80ab-36e3c6eb5429.svs,79ad6fb203ba9c3d6bc1889ccd1e5ad3,314630859,released,TCGA-AP-A0L9-01A,TCGA-AP-A0L9-01A-11D-A066-09,cluster 10
58aed30a-310e-478f-aa73-458cfa248d6e,TCGA-44-6776-01A-01-BS1.7b26c23b-edbf-4de8-8add-37544a4e74ed.svs,e34aa4fb4d76005df5ae46fa13e9beb7,150895303,released,TCGA-44-6776-01A,TCGA-44-6776-01A-11D-1855-08,cluster 10
888573b2-5776-4ce0-9abf-980d867508f5,TCGA-CN-5365-01A-01-BS1.4e19279e-7061-4da4-ae99-99ae087219fa.svs,2e8f78b9e2409554561c315a37db88db,45607919,released,TCGA-CN-5365-01A,TCGA-CN-5365-01A-01D-2276-10,cluster 10
b517ed07-45a0-4d23-9fff-e65676fb8a70,TCGA-A7-A6VX-01A-01-TSA.FAF08659-F16A-431F-BC37-276F833282B1.svs,7d4b05c7b10da3a05efa4b4cfb3e28fe,286228445,released,TCGA-A7-A6VX-01A,TCGA-A7-A6VX-01A-12D-A33E-09,cluster 10
3084da09-f51d-4674-a4d8-c4ae05b3b791,TCGA-DD-AAE7-01A-01-TS1.75D3B866-A2DC-4940-BBCB-CFA007E4F8A3.svs,9210cc991914be29894910debee8f83d,77523905,released,TCGA-DD-AAE7-01A,TCGA-DD-AAE7-01A-11D-A40R-10,cluster 10
fc6b0753-8f5b-4dee-8221-bd23b821bde2,TCGA-AA-3712-01A-01-BS1.0eaed30d-e80c-4651-a066-75fc74fd06d0.svs,47e9e0c87a2a1e0147a6de80edab477f,121574029,released,TCGA-AA-3712-01A,TCGA-AA-3712-01A-21D-1719-10,cluster 10
28fd077e-0b97-4850-9a7f-c9c598eb5cc4,TCGA-AH-6903-01A-01-TS1.b6a06bcb-133d-483d-acde-0083285ebe35.svs,f0e4fefecdce6520da2a0fe083947d19,130671153,released,TCGA-AH-6903-01A,TCGA-AH-6903-01A-11D-1924-10,cluster 10
7eaea52c-1ed2-4d4c-a40d-ed7126afcb3e,TCGA-AR-A24T-01A-01-TS1.3af5a9b7-b62c-4cf9-aa78-5671b180e901.svs,35de501e5864e7d948999a1899a7fb08,183853133,released,TCGA-AR-A24T-01A,TCGA-AR-A24T-01A-11D-A167-09,cluster 10
de3182d0-6cff-4b90-954e-04eadc9eafc9,TCGA-EO-A3B1-01A-01-TSA.81B9161E-3271-4F85-BBB7-0612926E14FE.svs,761c8522da3e39c73f8e47335fd33af9,110371195,released,TCGA-EO-A3B1-01A,TCGA-EO-A3B1-01A-12D-A19Y-09,cluster 10
e6b3725c-288f-4320-976e-b41c7fa43210,TCGA-FD-A43N-01A-01-TSA.101DDA75-3C2D-4A5D-9DBE-3ACF5AB1BFFB.svs,f90a5dbeeddb70780e75b6841219b1a0,74690057,released,TCGA-FD-A43N-01A,TCGA-FD-A43N-01A-11D-A23U-08,cluster 10
3147f37e-966e-47b1-a924-42bbd4fff0b2,TCGA-GC-A6I3-01A-01-TS1.BCB572EA-CA1A-4B2A-A8F1-2355D4F4409C.svs,3902ca35c16c1d2390283903852e402d,240559981,released,TCGA-GC-A6I3-01A,TCGA-GC-A6I3-01A-11D-A31L-08,cluster 7
4b147deb-eab6-469c-8eb4-5f8999228816,TCGA-BH-A18U-01A-02-TSB.157a84f2-044a-4414-a029-d5b626e1b53e.svs,1b15255e78f1b27246682522542ce998,215371387,released,TCGA-BH-A18U-01A,TCGA-BH-A18U-01A-21D-A19H-09,cluster 7
99426979-4c44-4930-8869-b65ecef3516f,TCGA-78-7153-01A-01-BS1.4c47cc2d-5ea5-4c04-8431-3142030f45ff.svs,65f258f4fcc3c9deff59b734b690a9db,136285395,released,TCGA-78-7153-01A,TCGA-78-7153-01A-11D-2036-08,cluster 7
b29748bb-2c7d-4b9c-bdfe-530fb93c6547,TCGA-AP-A0LH-01A-01-TS1.c2c91aea-c449-491e-adae-de47b6b24737.svs,cfb2ac4d15b3fbf7b33174434714bf9f,443120191,released,TCGA-AP-A0LH-01A,TCGA-AP-A0LH-01A-11D-A066-09,cluster 7
1c97c8a9-ee78-4b69-a31e-d2beff9b8ae4,TCGA-AR-A24N-01A-01-TSA.b617b299-5c2d-45c3-b018-6b8cf0e84811.svs,b2a63fc31592b171e036c2aa0f8d9a14,118001567,released,TCGA-AR-A24N-01A,TCGA-AR-A24N-01A-11D-A167-09,cluster 7
41bf1d4c-2e6e-4f0f-b988-f9ccc8e0bcdf,TCGA-DM-A0X9-01A-01-TS1.ffc92035-efdd-40fa-be3b-dd112ba964be.svs,a9ef02efa16dc58775b43aef4f3d9ee5,175059071,released,TCGA-DM-A0X9-01A,TCGA-DM-A0X9-01A-11D-A152-10,cluster 7
b080a09b-0f2b-416f-ab24-be4274db6f68,TCGA-G3-AAV6-01A-02-TS2.F5FB59A1-02AD-40D5-A496-F4C3B6F3072A.svs,ff504d676ade693c42621a2bced2cfac,140606455,released,TCGA-G3-AAV6-01A,TCGA-G3-AAV6-01A-21D-A36X-10,cluster 7
87609866-3c09-41ce-a7d2-b8ec7c30db55,TCGA-AC-A2FO-01A-01-TS1.5B0133E0-0452-4C64-92A0-EE26EF1A18E2.svs,95a594564b7ec7833b9453af6fc109c3,358447685,released,TCGA-AC-A2FO-01A,TCGA-AC-A2FO-01A-11D-A17W-09,cluster 7
